"_id","text","user_rating"
"ObjectId(""5e7f429480102400074a9e29"")","altersgerechtes Angebot, so dass jeder gesund bleibt (Plätze für Bedürftige)",4
"ObjectId(""5e7f429480102400074a9e2a"")","unkompliziert",4
"ObjectId(""5e7f429480102400074a9e2b"")","bürokratisch, langwierig und ineffizient",4
"ObjectId(""5e7f429480102400074a9e2c"")","multikulturell, sehr bereichernd und macht Freude",4
"ObjectId(""5e7f429480102400074a9e2d"")","geregelte Arbeitszeiten, gibt Struktur und Stabilität, macht es planbar",4
"ObjectId(""5e7f429480102400074a9e2e"")","zuverlässig, sofort hilfe leistend, sehr kundenorientiert",4
"ObjectId(""5e7f429480102400074a9e2f"")","positive Ausstrahlung, authentisch",4
"ObjectId(""5e7f429480102400074a9e30"")","physisch präsent, persönlicher Bezug und Beratung ist wichtig",4
"ObjectId(""5e7f429480102400074a9e31"")","einfach und schnell, praktisch",4
"ObjectId(""5e7f429480102400074a9e32"")","Vertrauen",4
"ObjectId(""5e7f429480102400074a9e33"")","menschlich",4
"ObjectId(""5e7f429480102400074a9e34"")","digitale Abläufe und Kommunikation, gibt grosses Manipulationspotential, viel schwieriger zum Einschätzen, gibt weniger Vertrauen",5
"ObjectId(""5e7f429480102400074a9e35"")","wenig Transparenz",4
"ObjectId(""5e7f429480102400074a9e36"")","private Rechtsform, mehr Konkurrenz",3
"ObjectId(""5e7f429480102400074a9e38"")","greifbar, klar definiert",4
"ObjectId(""5e7f429480102400074a9e39"")","flexibel, z.B. längere Öffnungszeiten",4
"ObjectId(""5e7f429480102400074a9e3a"")","bezahlt, was man wirklich braucht und will, freie Entscheidung",4
"ObjectId(""5e7f429480102400074a9e3b"")","unflexibel, unpraktisch, viel Wartungsaufwand",4
"ObjectId(""5e7f429480102400074a9e3c"")","nachhaltig (umwelt und räumlich) und sicher",4
"ObjectId(""5e7f429480102400074a9e3d"")","Spontanität, gibt Gefühl von Freiheit",5
"ObjectId(""5e7f429480102400074a9e3e"")","moralisch vertretbare Grundsätze, bringt auch Dienst an Gesellschaft",4
"ObjectId(""5e7f429480102400074a9e3f"")","Wirtschaftlichkeit (kann nicht nur zum Spass arbeiten gehen)",3
"ObjectId(""5e7f429480102400074a9e40"")","innovativ",3
"ObjectId(""5e7f429480102400074a9e41"")","rücksichtsvoll",4
"ObjectId(""5e7f429480102400074a9e42"")","modern",4
"ObjectId(""5e7f429480102400074a9e43"")","traditionell, konservativ",4
"ObjectId(""5e7f429480102400074a9e44"")","immer verfügbar und ständiger/fliessender Prozess",5
"ObjectId(""5e7f429480102400074a9e45"")","fixer Rahmen (z.B. Schalteröffnungszeiten, beschränkte Orte)",4
"ObjectId(""5e7f429480102400074a9e46"")","selbst eingeschränkter Handlungsspielraum",3
"ObjectId(""5e7f429480102400074a9e47"")","chaotisch, oft fehlendes Grundlagenwissen",4
"ObjectId(""5e7f429480102400074a9e48"")","vielfältiges Angebot",3
"ObjectId(""5e7f429480102400074a9e49"")","weniger kompetent als sie sich präsentieren",4
"ObjectId(""5e7f429480102400074a9e4a"")","geht auf Kundenwünsche ein, und hat kompetente Beratung",4
"ObjectId(""5e7f429480102400074a9e4b"")","innovativ",4
"ObjectId(""5e7f429480102400074a9e4c"")","pünktlich",4
"ObjectId(""5e7f429480102400074a9e4d"")","begrenzter Service (zB keine Steckdosen)",4
"ObjectId(""5e7f429480102400074a9e4e"")","vielseitig, bietet viele Möglichkeiten",4
"ObjectId(""5e7f429480102400074a9e4f"")","nicht überall vertreten",4
"ObjectId(""5e7f429480102400074a9e51"")","gibt mir Möglichkeit mich weiter zu entwickeln",4
"ObjectId(""5e7f429480102400074a9e52"")","gibt mir Möglichkeit, alles online und digital zu erledigen",4
"ObjectId(""5e7f429480102400074a9e53"")","ist zuverlässig",4
"ObjectId(""5e7f429480102400074a9e54"")","erleichtert mir das Leben",5
"ObjectId(""5e7f429480102400074a9e55"")","unangenehm, da digital noch begrenzt (zB Verträge)",4
"ObjectId(""5e7f429480102400074a9e57"")","eingeschränkter Service da ich zum Schalter gehen muss",4
"ObjectId(""5e7f429480102400074a9e58"")","regional überall vertreten, gibt mir Heimatgefühl",4
"ObjectId(""5e7f429480102400074a9e5a"")","bieten alltäglichen direkten service an, ohne dass ich ein Abo haben muss",4
"ObjectId(""5e7f429480102400074a9e5b"")","digital präsent und unkompliziert",4
"ObjectId(""5e7f429480102400074a9e5c"")","ökologisch und nachhaltig",5
"ObjectId(""5e7f429480102400074a9e5d"")","erbringt individuelle Dienstleistung",3
"ObjectId(""5e7f429480102400074a9e5e"")","sicherheit, Flexibilität, speditiv",4
"ObjectId(""5e7f429480102400074a9e5f"")","nimmt mir viel Zeit",4
"ObjectId(""5e7f429480102400074a9e60"")","gibt mir Heimat und Sicherheit",5
"ObjectId(""5e7f429480102400074a9e61"")","fühle mich wilkommen, da freundliche Mitarbeiter",4
"ObjectId(""5e7f429480102400074a9e62"")","kann meine Qualiäten einsetzen und werde gefördert",4
"ObjectId(""5e7f429480102400074a9e63"")","gibt mir nicht viel zurück (keine erfüllende Aufgabe)",3
"ObjectId(""5e7f429480102400074a9e65"")","organisiert",3
"ObjectId(""5e7f429480102400074a9e66"")","geben mir Vertrauen und Sicherheit",4
"ObjectId(""5e7f429480102400074a9e68"")","macht mein alltägliches Leben leichter",5
"ObjectId(""5e7f429480102400074a9e69"")","erschwert mein Leben (muss zum Pakete abholen zum Volg gehen)",4
"ObjectId(""5e7f429480102400074a9e6a"")","fortschrittlich da Stellenabbau zugunsten Digitalität",4
"ObjectId(""5e7f429480102400074a9e6b"")","finde es gut, da sie Traditionalität bewahrt",4
"ObjectId(""5e7f429480102400074a9e6c"")","zuverlässig und pünktlich",4
"ObjectId(""5e7f429480102400074a9e6d"")","Monopolist, arrogant und teuer",4
"ObjectId(""5e7f429480102400074a9e6e"")","bescheiden, aufmerksam, zuverlässig",3
"ObjectId(""5e7f429480102400074a9e6f"")","kompetent",4
"ObjectId(""5e7f429480102400074a9e71"")","anerkannt",4
"ObjectId(""5e7f429480102400074a9e72"")","sauber und ehrlich",4
"ObjectId(""5e7f429480102400074a9e73"")","einmalig, gibt es nur in der Schweiz",3
"ObjectId(""5e7f429480102400074a9e74"")","innovative Unternehmensführung, sozial gegenüber Mitarbeiter",4
"ObjectId(""5e7f429480102400074a9e75"")","haben klar strukturierte Vorgaben",4
"ObjectId(""5e7f429480102400074a9e76"")","befreit und neugierig",4
"ObjectId(""5e7f429480102400074a9e77"")","offen für Veränderungen und trotzdem qualitätsbewusst",4
"ObjectId(""5e7f429480102400074a9e79"")","Grossanbieter, träge und langsam",4
"ObjectId(""5e7f429480102400074a9e7a"")","zeitnah und sehr informativ",4
"ObjectId(""5e7f429480102400074a9e7b"")","notwendiger zuverlässiger Dienstleister",3
"ObjectId(""5e7f429480102400074a9e7c"")","beständig, nachhaltig und offen für Neues in Zukunft",4
"ObjectId(""5e7f429480102400074a9e7d"")","befähigter Arbeitgeber für sozialverträgliche und sichere Jobs",4
"ObjectId(""5e7f429480102400074a9e7e"")","Staatsbetriebe, sympathisch",2
"ObjectId(""5e7f429480102400074a9e7f"")","Skandale",3
"ObjectId(""5e7f429480102400074a9e80"")","positiv optimistisch",3
"ObjectId(""5e7f429480102400074a9e81"")","unsicher",4
"ObjectId(""5e7f429480102400074a9e82"")","konzernartiges",4
"ObjectId(""5e7f429480102400074a9e84"")","Kundenaffin mit der Zeit gehen, gutes Sortiment, gute Mitarbeiter",4
"ObjectId(""5e7f429480102400074a9e85"")","gegenseitiger Austausch, man muss nichts aus der Nase ziehen",4
"ObjectId(""5e7f429480102400074a9e87"")","positiv human",3
"ObjectId(""5e7f429480102400074a9e88"")","wunderschön, sicher",3
"ObjectId(""5e7f429480102400074a9e8a"")","selbstständig sein",3
"ObjectId(""5e7f429480102400074a9e8b"")","statisch, unmodern",4
"ObjectId(""5e7f429480102400074a9e8c"")","an sehr wenigen Stellen erreichbar",4
"ObjectId(""5e7f429480102400074a9e8d"")","zu wenig flexibel",4
"ObjectId(""5e7f429480102400074a9e8e"")","Monopolartig",4
"ObjectId(""5e7f429480102400074a9e8f"")","positiv modern, immer erreichbar",3
"ObjectId(""5e7f429480102400074a9e90"")","störrisch",4
"ObjectId(""5e7f429480102400074a9e91"")","zukunftsgerichtet",4
"ObjectId(""5e7f429480102400074a9e93"")","Sympathie und Menschlichkeit",4
"ObjectId(""5e7f429480102400074a9e95"")","beruflich",3
"ObjectId(""5e7f429480102400074a9e96"")","Gleiche Sachen werden transportiert",1
"ObjectId(""5e7f429480102400074a9e97"")","Digitale Leistungen",3
"ObjectId(""5e7f429480102400074a9e98"")","offen für neues",4
"ObjectId(""5e7f429480102400074a9e99"")","stur und bewegungslos in der Gestaltung der Zukunf",4
"ObjectId(""5e7f429480102400074a9e9a"")","hohe gebühren",3
"ObjectId(""5e7f429480102400074a9e9b"")","Kostenintensiv und überteuert für die Leistung",4
"ObjectId(""5e7f429480102400074a9e9c"")","das gemüht wird befriedigt",4
"ObjectId(""5e7f429480102400074a9e9d"")","das erlebt man nicht viel",2
"ObjectId(""5e7f429480102400074a9e9e"")","reagiert flexibel auf persönliche Anforderungen",4
"ObjectId(""5e7f429480102400074a9e9f"")","Abhängigkeit und fehlende eigene individuelle Durchsetzung",4
"ObjectId(""5e7f429480102400074a9ea0"")","beides Staatsbetrieb",1
"ObjectId(""5e7f429480102400074a9ea1"")","Alleinentscheider und Gestaltungsfreiheit",4
"ObjectId(""5e7f429480102400074a9ea2"")","flexibel und selbstentscheider",4
"ObjectId(""5e7f429480102400074a9ea3"")","reguliert in Vorschriften",4
"ObjectId(""5e7f429480102400074a9ea4"")","vom Bund subventioniert",3
"ObjectId(""5e7f429480102400074a9ea5"")","der Kunde steht mehr im Zentrum",4
"ObjectId(""5e7f429480102400074a9ea6"")","wir sind natürliche Personen",1
"ObjectId(""5e7f429480102400074a9ea7"")","ist weniger agil bei Veränderungen",5
"ObjectId(""5e7f429480102400074a9ea8"")","PostAuto bleibt seiner Grundtätigkeit treu",4
"ObjectId(""5e7f429480102400074a9ea9"")","Veränderung",3
"ObjectId(""5e7f429480102400074a9eaa"")","Spass",3
"ObjectId(""5e7f429480102400074a9eab"")","Erwartungshaltung",3
"ObjectId(""5e7f429480102400074a9eac"")","Agilität",4
"ObjectId(""5e7f429480102400074a9ead"")","strukturierter",4
"ObjectId(""5e7f429480102400074a9eae"")","Mobilität",1
"ObjectId(""5e7f429480102400074a9eaf"")","träge Veränderung",4
"ObjectId(""5e7f429480102400074a9eb0"")","modern",4
"ObjectId(""5e7f429480102400074a9eb1"")","Kundenfokus",4
"ObjectId(""5e7f429480102400074a9eb2"")","angepasst Verhaltensweise",3
"ObjectId(""5e7f429480102400074a9eb3"")","Präsenz",4
"ObjectId(""5e7f429480102400074a9eb4"")","Post und Swisscom sind beide in sehr vielfältigen Bereichen tätigen (Bank, Mobilephone, Datenverkehr etc.) SBB beschränkt sich grösstenteils auf Transport von Personen und Gütern",1
"ObjectId(""5e7f429480102400074a9eb5"")","Die SBB beschränkt sich auf einen kleineren Teilbereich indem sie fast nur sich mit Transport von Personen und Gütern beschäftigen.",1
"ObjectId(""5e7f429480102400074a9eb7"")","Die Schweiz ist oft etwas engstirnig und ängstlich und politisch träge",4
"ObjectId(""5e7f429480102400074a9eb8"")","Beide haben ein modernes Design, vielfältiges Angebot und sind digital gut verknüpft",4
"ObjectId(""5e7f429480102400074a9eb9"")","Der PostAuto Skandal wirkt noch nach und die PostAuto wirkt etwas altmodisch, ländlich.",4
"ObjectId(""5e7f429480102400074a9eba"")","digital gut erreichbar, jederzeit aufrufbar und vielfältiges Angebot",4
"ObjectId(""5e7f429480102400074a9ebc"")","beide individuell nutzbar, frei zur Verfügung stehend",4
"ObjectId(""5e7f429480102400074a9ebd"")","Altmodisch wirkend und an Fahrzeiten gebunden",4
"ObjectId(""5e7f429480102400074a9ebe"")","beide wirken etwas altmodisch und einschränkend auf mich",4
"ObjectId(""5e7f429480102400074a9ebf"")","ich unterwegs versuche mich so frei und spontan wie nur möglich zu bewegen",5
"ObjectId(""5e7f429480102400074a9ec1"")","durch die Medien wirkt es mir etwas engstirnig und klassisch",4
"ObjectId(""5e7f429480102400074a9ec2"")","modernes Design, vielfältig, seriös",4
"ObjectId(""5e7f429480102400074a9ec3"")","spontan, verträumt und etwas abwesend, zu leicht zu begeistern",5
"ObjectId(""5e7f429480102400074a9ec4"")","versuchen sich beide mehr oder weniger erfolgreich neu zu erfinden, modern zu sein und digitale Welten zu erschliessen",5
"ObjectId(""5e7f429480102400074a9ec5"")","Ist schon modern und in der digitalen Welt angekommen",4
"ObjectId(""5e7f429480102400074a9ec6"")","beide digital verbunden, versuchen sich an der Zukunft zu orienteren und den Sprung in die Digitale Welt zu schaffen",4
"ObjectId(""5e7f429480102400074a9ec7"")","etwas altmodisch, viel papierkram..",4
"ObjectId(""5e7f429480102400074a9ec8"")","eher Staatsbetriebe",1
"ObjectId(""5e7f429480102400074a9ec9"")","dynamischer",4
"ObjectId(""5e7f429480102400074a9eca"")","liberal und eher demokratischer",4
"ObjectId(""5e7f429480102400074a9ecb"")","zu links",3
"ObjectId(""5e7f429480102400074a9ecc"")","zeitgemäß",4
"ObjectId(""5e7f429480102400074a9ecd"")","zu staatlich",4
"ObjectId(""5e7f429480102400074a9ece"")","innovativ",4
"ObjectId(""5e7f429480102400074a9ecf"")","umsatzorientiert",4
"ObjectId(""5e7f429480102400074a9ed0"")","gleiche Zielsetzung",1
"ObjectId(""5e7f429480102400074a9ed1"")","zukunftsbezogen",4
"ObjectId(""5e7f429480102400074a9ed2"")","Die Zielsetzung",1
"ObjectId(""5e7f429480102400074a9ed3"")","sozial",3
"ObjectId(""5e7f429480102400074a9ed4"")","menschlich",3
"ObjectId(""5e7f429480102400074a9ed5"")","Lebensfreude",4
"ObjectId(""5e7f429480102400074a9ed6"")","Zufriedenheit",3
"ObjectId(""5e7f429480102400074a9ed7"")","monetär",4
"ObjectId(""5e7f429480102400074a9ed8"")","Dienstleistungszufriedenheit",3
"ObjectId(""5e7f429480102400074a9ed9"")","Sicherheit",3
"ObjectId(""5e7f429480102400074a9eda"")","Finanzdienstleistungen",1
"ObjectId(""5e7f429480102400074a9edb"")","verbessert meine Welt",3
"ObjectId(""5e7f429480102400074a9edc"")","Greifbar",3
"ObjectId(""5e7f429480102400074a9edd"")","Zuverlässigkeit",4
"ObjectId(""5e7f429480102400074a9ede"")","Interessen Freizeit und weltoffen",3
"ObjectId(""5e7f429480102400074a9edf"")","Konservativ",4
"ObjectId(""5e7f429480102400074a9ee0"")","Alltagsnutzen",3
"ObjectId(""5e7f429480102400074a9ee2"")","Warenfülle",4
"ObjectId(""5e7f429480102400074a9ee3"")","Sicherheit in ihren Leistungen",4
"ObjectId(""5e7f429480102400074a9ee4"")","Transportunternehmen",1
"ObjectId(""5e7f429480102400074a9ee5"")","Mobiltelefon-Abonnement-Anbieter",1
"ObjectId(""5e7f429480102400074a9ee6"")","Personen",1
"ObjectId(""5e7f429480102400074a9ee7"")","Land",1
"ObjectId(""5e7f429480102400074a9ee8"")","Transport von Objekten",1
"ObjectId(""5e7f429480102400074a9ee9"")","Finanzdienstleister",1
"ObjectId(""5e7f429480102400074a9eea"")","Shops",1
"ObjectId(""5e7f429480102400074a9eeb"")","Services",2
"ObjectId(""5e7f429480102400074a9eec"")","Firma",1
"ObjectId(""5e7f429480102400074a9eed"")","Fahrzeug",1
"ObjectId(""5e7f429480102400074a9eee"")","Transport",1
"ObjectId(""5e7f429480102400074a9eef"")","Land",1
"ObjectId(""5e7f429480102400074a9ef0"")","Arbeitsgeber",1
"ObjectId(""5e7f429480102400074a9ef1"")","Person",1
"ObjectId(""5e7f429480102400074a9ef2"")","Finanzdienstleister",1
"ObjectId(""5e7f429480102400074a9ef3"")","Reisen",1
"ObjectId(""5e7f429480102400074a9ef4"")","Paket- und Briefversand",1
"ObjectId(""5e7f429480102400074a9ef5"")","Geldversand",1
"ObjectId(""5e7f429480102400074a9ef6"")","Finanzdienstleister",1
"ObjectId(""5e7f429480102400074a9ef7"")","Internet",1
"ObjectId(""5e7f429480102400074a9ef8"")","Standardisierte Dienstleistungen für jeden",3
"ObjectId(""5e7f429480102400074a9ef9"")","Bedarfsorientiertes modulares Produkt- u. Serviceangebot",4
"ObjectId(""5e7f429480102400074a9efa"")","Gleiche Interessen",2
"ObjectId(""5e7f429480102400074a9efb"")","Unberechenbarkeit",4
"ObjectId(""5e7f429480102400074a9efc"")","Positive Zukunftsperspektive",3
"ObjectId(""5e7f429480102400074a9efd"")","Zu teuer, zu schwerfällig, fehlende Marktrelevanz, düstere Prognose",5
"ObjectId(""5e7f429480102400074a9efe"")","Virtuelles Produkt- und Serviceangebot",4
"ObjectId(""5e7f429480102400074a9f00"")","Kein Alleinstellungsmerkmal Produktangebot",2
"ObjectId(""5e7f429480102400074a9f01"")","Bedarfsorientierte Produkte und Services",2
"ObjectId(""5e7f429480102400074a9f02"")","Generelle Veränderungsfähigkeit",4
"ObjectId(""5e7f429480102400074a9f03"")","Unveränderlich und stabil",4
"ObjectId(""5e7f429480102400074a9f04"")","Individuell, flexibel, bestimmbar",4
"ObjectId(""5e7f429480102400074a9f05"")","Kostengetrieben und Sparzwang",5
"ObjectId(""5e7f429480102400074a9f06"")","schritt weniger digitalisiert",3
"ObjectId(""5e7f429480102400074a9f08"")","Sarkasmus",4
"ObjectId(""5e7f429480102400074a9f0a"")","Skandalfreies Image",4
"ObjectId(""5e7f429480102400074a9f0b"")","Neue Geschäftsleitung",1
"ObjectId(""5e7f429480102400074a9f0c"")","Direkter Kundenkontakt",4
"ObjectId(""5e7f429480102400074a9f0d"")","immer verfügbar",4
"ObjectId(""5e7f429480102400074a9f0e"")","Verlässlichkeit",4
"ObjectId(""5e7f429480102400074a9f0f"")","Unabhängigkeit",4
"ObjectId(""5e7f429480102400074a9f10"")","Mobil",1
"ObjectId(""5e7f429480102400074a9f11"")","Konsensorientierung",4
"ObjectId(""5e7f429480102400074a9f12"")","Leistungsorientierung",3
"ObjectId(""5e7f429480102400074a9f13"")","Mitarbeiterorientierung",5
"ObjectId(""5e7f429480102400074a9f14"")","Verfügbarkeit",4
"ObjectId(""5e7f429480102400074a9f15"")","Spontanität",4
"ObjectId(""5e7f429480102400074a9f16"")","amerikanisch",2
"ObjectId(""5e7f429480102400074a9f17"")","Tradition",3
"ObjectId(""5e7f429480102400074a9f18"")","Persönliche Beziehung",2
"ObjectId(""5e7f429480102400074a9f19"")","Digitale Beziehung",3
"ObjectId(""5e7f429480102400074a9f1a"")","beides ist positiv, das andere negativ",2
"ObjectId(""5e7f429480102400074a9f1b"")","alles",1
"ObjectId(""5e7f429480102400074a9f1c"")","wohlfühlen",4
"ObjectId(""5e7f429480102400074a9f1d"")","nicht schnell",1
"ObjectId(""5e7f429480102400074a9f1e"")","präsent",3
"ObjectId(""5e7f429480102400074a9f1f"")","unauffällig",4
"ObjectId(""5e7f429480102400074a9f20"")","Kundenzufriedenheit",1
"ObjectId(""5e7f429480102400074a9f21"")","unfreundlich",3
"ObjectId(""5e7f429480102400074a9f22"")","Beständigkeit",4
"ObjectId(""5e7f429480102400074a9f23"")","modern",3
"ObjectId(""5e7f429480102400074a9f24"")","beständig",4
"ObjectId(""5e7f429480102400074a9f25"")","weniger sicher",3
"ObjectId(""5e7f429480102400074a9f26"")","Qualität",3
"ObjectId(""5e7f429480102400074a9f27"")","Quantität",1
"ObjectId(""5e7f429480102400074a9f28"")","professionell",3
"ObjectId(""5e7f429480102400074a9f29"")","fällt nicht auf",3
"ObjectId(""5e7f429480102400074a9f2a"")","vertrauenswürdig",4
"ObjectId(""5e7f429480102400074a9f2b"")","unfreundlich",3
"ObjectId(""5e7f429480102400074a9f2c"")","kennt man noch nicht",1
"ObjectId(""5e7f429480102400074a9f2d"")","präsent",4
"ObjectId(""5e7f429480102400074a9f2e"")","Das ganze Umfeld dreht sich durch die Digitalisierung immer schneller, damit spannend und vielseitig - Arrogant beschreibtnur den Eindruck",5
"ObjectId(""5e7f429480102400074a9f2f"")","Überheblichkeit auf dem Markt ggü Kunden",4
"ObjectId(""5e7f429480102400074a9f30"")","Vertrautheit",4
"ObjectId(""5e7f429480102400074a9f31"")","Komplex",4
"ObjectId(""5e7f429480102400074a9f32"")","Alle müssen digitaler werden",1
"ObjectId(""5e7f429480102400074a9f33"")","Wer stehen bleibt stirbt",4
"ObjectId(""5e7f429480102400074a9f34"")","Kundennähe",4
"ObjectId(""5e7f429480102400074a9f35"")","Produktevielfalt",3
"ObjectId(""5e7f429480102400074a9f36"")","Transportmittel",1
"ObjectId(""5e7f429480102400074a9f37"")","keine Innovation",3
"ObjectId(""5e7f429480102400074a9f38"")","Es muss immer schneller gehen",4
"ObjectId(""5e7f429480102400074a9f39"")","relaxed",4
"ObjectId(""5e7f429480102400074a9f3b"")","Vertrautheit",4
"ObjectId(""5e7f429480102400074a9f3d"")","Stabilität",4
"ObjectId(""5e7f429480102400074a9f3e"")","Physik",1
"ObjectId(""5e7f429480102400074a9f3f"")","Digital",1
"ObjectId(""5e7f429480102400074a9f40"")","Komplexität",4
"ObjectId(""5e7f429480102400074a9f41"")","Stabilität",4
"ObjectId(""5e7f429480102400074a9f42"")","fit",4
"ObjectId(""5e7f429480102400074a9f43"")","unpünktlich",4
"ObjectId(""5e7f429480102400074a9f45"")","traditionell",3
"ObjectId(""5e7f429480102400074a9f46"")","unbeliebt",4
"ObjectId(""5e7f429480102400074a9f47"")","Kindheitserinnerung",4
"ObjectId(""5e7f429480102400074a9f48"")","kundengerecht",3
"ObjectId(""5e7f429480102400074a9f49"")","Kundenfreundlich",3
"ObjectId(""5e7f429480102400074a9f4a"")","zukunftsorientiert",4
"ObjectId(""5e7f429480102400074a9f4b"")","ungewiss",4
"ObjectId(""5e7f429480102400074a9f4c"")","zukunftsorientiert",3
"ObjectId(""5e7f429480102400074a9f4e"")","Mitarbeiterfreundlich",4
"ObjectId(""5e7f429480102400074a9f4f"")","Shareholderdenken",4
"ObjectId(""5e7f429480102400074a9f50"")","visionär",4
"ObjectId(""5e7f429480102400074a9f51"")","stur",4
"ObjectId(""5e7f429480102400074a9f52"")","Reine Transportdienstleistung",1
"ObjectId(""5e7f429480102400074a9f53"")","Digitaler Komplettdienstleister",3
"ObjectId(""5e7f429480102400074a9f54"")","Dynamisch, offen und modern",4
"ObjectId(""5e7f429480102400074a9f55"")","Traditionen vepflichtet",4
"ObjectId(""5e7f429480102400074a9f56"")","Starke und einheitliche Gemeinschaft",4
"ObjectId(""5e7f429480102400074a9f57"")","Klare und positive Positionierung",3
"ObjectId(""5e7f429480102400074a9f58"")","Schneller und effizienter Kundenservice",4
"ObjectId(""5e7f429480102400074a9f59"")","Persönliche und bedarfsorientierte Dienstleistung",3
"ObjectId(""5e7f429480102400074a9f5a"")","Austauschbare Dienstleistung",3
"ObjectId(""5e7f429480102400074a9f5b"")","Klares und präzises Alleinstellungsmerkmal",4
"ObjectId(""5e7f429480102400074a9f5c"")","Genervt",2
"ObjectId(""5e7f429480102400074a9f5e"")","Nervig",4
"ObjectId(""5e7f429480102400074a9f5f"")","Gemütlich",4
"ObjectId(""5e7f429480102400074a9f60"")","Dienstleistung",1
"ObjectId(""5e7f429480102400074a9f61"")","Beauty",4
"ObjectId(""5e7f429480102400074a9f63"")","Schlecht",1
"ObjectId(""5e7f429480102400074a9f64"")","Gut",1
"ObjectId(""5e7f429480102400074a9f65"")","Schlecht",1
"ObjectId(""5e7f429480102400074a9f67"")","Eingeschränkt",4
"ObjectId(""5e7f429480102400074a9f68"")","Verständlich",4
"ObjectId(""5e7f429480102400074a9f69"")","Spontan",4
"ObjectId(""5e7f429480102400074a9f6a"")","Ärgerlich",4
"ObjectId(""5e7f429480102400074a9f6b"")","Erfreulich",4
"ObjectId(""5e7f429480102400074a9f6c"")","sichere zuverlässig",1
"ObjectId(""5e7f429480102400074a9f6d"")","problemlos, man bekommt sofort Unterstützung (lange erreichbar)",5
"ObjectId(""5e7f429480102400074a9f6e"")","pünktlich",3
"ObjectId(""5e7f429480102400074a9f6f"")","sauber, gut strukturiert",4
"ObjectId(""5e7f429480102400074a9f70"")","Genauigkeit",4
"ObjectId(""5e7f429480102400074a9f71"")","Unzuverlässig",4
"ObjectId(""5e7f429480102400074a9f73"")","perfekte Produkte und Service, fehlerfreies Bedienen",3
"ObjectId(""5e7f429480102400074a9f74"")","schnell",3
"ObjectId(""5e7f429480102400074a9f75"")","ultraschnell",4
"ObjectId(""5e7f429480102400074a9f76"")","unterwegs",1
"ObjectId(""5e7f429480102400074a9f77"")","digital",4
"ObjectId(""5e7f429480102400074a9f78"")","verwandt",2
"ObjectId(""5e7f429480102400074a9f7a"")","spezifisch",4
"ObjectId(""5e7f429480102400074a9f7c"")","vielseitig",4
"ObjectId(""5e7f429480102400074a9f7d"")","spezifisch",2
"ObjectId(""5e7f429480102400074a9f7e"")","zukunftsorientiert",3
"ObjectId(""5e7f429480102400074a9f7f"")","übersichtlicher",3
"ObjectId(""5e7f429480102400074a9f80"")","zielorientiert",4
"ObjectId(""5e7f429480102400074a9f81"")","grossflächig",3
"ObjectId(""5e7f429480102400074a9f82"")","zukunftsorientiert",4
"ObjectId(""5e7f429480102400074a9f83"")","beständig",4
"ObjectId(""5e7f429480102400074a9f84"")","flexibel",4
"ObjectId(""5e7f429480102400074a9f85"")","einseitig",2
"ObjectId(""5e7f429480102400074a9f86"")","kundenorientiert",3
"ObjectId(""5e7f429480102400074a9f87"")","einseitig",4
"ObjectId(""5e7f429480102400074a9f88"")","vertrauenswürdig",3
"ObjectId(""5e7f429480102400074a9f8a"")","Beides Dienstleistungsbetriebe mit vielen diversen Angeboten",1
"ObjectId(""5e7f429480102400074a9f8b"")","Nur Telekomanbieter, keine Diversifikation.",2
"ObjectId(""5e7f429480102400074a9f8c"")","Eine Einheit",1
"ObjectId(""5e7f429480102400074a9f8d"")","Nicht Einheitlich",2
"ObjectId(""5e7f429480102400074a9f8e"")","Innovativ",3
"ObjectId(""5e7f429480102400074a9f8f"")","alte Schule",4
"ObjectId(""5e7f429480102400074a9f90"")","macht freude",3
"ObjectId(""5e7f429480102400074a9f91"")","Chaotisch",4
"ObjectId(""5e7f429480102400074a9f92"")","eingeschränktes Angebot",2
"ObjectId(""5e7f429480102400074a9f93"")","diverse Angebote",3
"ObjectId(""5e7f429480102400074a9f94"")","zu langsam",3
"ObjectId(""5e7f429480102400074a9f95"")","dynamisch",3
"ObjectId(""5e7f429480102400074a9f96"")","modern",2
"ObjectId(""5e7f429480102400074a9f98"")","Innovativ",3
"ObjectId(""5e7f429480102400074a9f99"")","Eingeschränkt ",3
"ObjectId(""5e7f429480102400074a9f9a"")","grosses Angebot",1
"ObjectId(""5e7f429480102400074a9f9b"")","Eingeschränkt",4
"ObjectId(""5e7f429480102400074a9f9c"")","persönlichkeit",1
"ObjectId(""5e7f429480102400074a9f9d"")","anonym",4
"ObjectId(""5e7f429480102400074a9f9e"")","Transportunternehmen",1
"ObjectId(""5e7f429480102400074a9f9f"")","Digital",2
"ObjectId(""5e7f429480102400074a9fa0"")","persönlichkeit",1
"ObjectId(""5e7f429480102400074a9fa1"")","vielfalt",4
"ObjectId(""5e7f429480102400074a9fa2"")","Dienstleistungen",2
"ObjectId(""5e7f429480102400074a9fa3"")","konzernartig",4
"ObjectId(""5e7f429480102400074a9fa5"")","Dienstleister",3
"ObjectId(""5e7f429480102400074a9fa6"")","Unternehmen",1
"ObjectId(""5e7f429480102400074a9fa9"")","vielfälltig",4
"ObjectId(""5e7f429480102400074a9faa"")","zukunftgerichtet",4
"ObjectId(""5e7f429480102400074a9fab"")","aktuell",4
